/home/young/data/action_recognition/dataset/video/AABCQPTK.mp4 2
/home/young/data/action_recognition/dataset/video/AACKOHGA.mp4 2
/home/young/data/action_recognition/dataset/video/AADMQVEI.mp4 68
/home/young/data/action_recognition/dataset/video/AAGLKRME.mp4 1
/home/young/data/action_recognition/dataset/video/AAGOCDAL.mp4 68
/home/young/data/action_recognition/dataset/video/AAITVVEI.mp4 114
/home/young/data/action_recognition/dataset/video/AAJNFNXN.mp4 123
/home/young/data/action_recognition/dataset/video/AAJPLFXO.mp4 104
/home/young/data/action_recognition/dataset/video/AAKLZWUH.mp4 114
/home/young/data/action_recognition/dataset/video/AAMPDDSN.mp4 52
/home/young/data/action_recognition/dataset/video/AAMXFEOD.mp4 69
/home/young/data/action_recognition/dataset/video/AAOZGQFB.mp4 68
/home/young/data/action_recognition/dataset/video/AAPREPTK.mp4 68
/home/young/data/action_recognition/dataset/video/AAQPAHFB.mp4 102
/home/young/data/action_recognition/dataset/video/AARQKGQD.mp4 78
/home/young/data/action_recognition/dataset/video/AASSQKOU.mp4 105
/home/young/data/action_recognition/dataset/video/AATNWZAA.mp4 123
/home/young/data/action_recognition/dataset/video/AAUUFAMC.mp4 139
/home/young/data/action_recognition/dataset/video/AAWXPNQN.mp4 15
/home/young/data/action_recognition/dataset/video/AAXVMCGB.mp4 68
/home/young/data/action_recognition/dataset/video/AAYCBRHB.mp4 15
/home/young/data/action_recognition/dataset/video/ABAHPDXI.mp4 58
/home/young/data/action_recognition/dataset/video/ABAJFAMC.mp4 108
/home/young/data/action_recognition/dataset/video/ABDGUIFB.mp4 58
/home/young/data/action_recognition/dataset/video/ABHPPSOB.mp4 68
/home/young/data/action_recognition/dataset/video/ABKSHVEI.mp4 2
/home/young/data/action_recognition/dataset/video/ABMISWMK.mp4 78
/home/young/data/action_recognition/dataset/video/ABNEANQN.mp4 68
/home/young/data/action_recognition/dataset/video/ABNXQJVY.mp4 102
/home/young/data/action_recognition/dataset/video/ABPGSMVW.mp4 58
/home/young/data/action_recognition/dataset/video/ABPLMUPH.mp4 102
/home/young/data/action_recognition/dataset/video/ABYRPKOU.mp4 2
/home/young/data/action_recognition/dataset/video/ACBAMGHA.mp4 2
/home/young/data/action_recognition/dataset/video/ACBCHFYS.mp4 25
/home/young/data/action_recognition/dataset/video/ACCDCQWI.mp4 2
/home/young/data/action_recognition/dataset/video/ACFBCJIR.mp4 102
/home/young/data/action_recognition/dataset/video/ACHCJNPL.mp4 25
/home/young/data/action_recognition/dataset/video/ACJGHCDA.mp4 2
/home/young/data/action_recognition/dataset/video/ACPRKUJL.mp4 123
/home/young/data/action_recognition/dataset/video/ACQEHFPE.mp4 68
